CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
1b6c82c982bb0d01618cad1f4703403371cf19eb568dd2419c2a15e9a6d56e2c77f26b59b7132f7ffd637e271500bf78cede0bb59906c076550f667e2b5fd07c,,11/16/2024 08:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/16/2024 08:51:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,10200,W,BALMORAL AVE,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,,,
2da86e05a9bff3e60a3f568796c4426b593abb16ef3ef0e8f57f0cb9ce098d3ae894dae7a995acd8feb0c5c44716d66c334c67a91594e011912e60477a5b0f31,,04/18/2024 05:10:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/18/2024 05:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,517,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,4,,,
16b926322ca2e3f7ec3e3b5da3e6b6b195a2b96352a9d49b84bfe2e7d45e93295cefd885f19386b27075488e80f9d0baa346785b4c348649227eb992d7b14829,,03/15/2025 10:13:00 PM,45,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",03/15/2025 10:13:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,10000,W,OHARE ST,1651,,,,,,,1,NONINCAPACITATING INJURY,2,0,0,2,0,0,0,22,7,3,41.97620114,-87.90530913,POINT (-87.905309125103 41.976201139024)
143e1ac9e7b280f5ce08a358adb1eff4ddbb72d1b5a37854e7a20525f9ec271e9407f61dd8be12aba22454a4bde8beea906be02d9c6c70fed2b0db9ab7b886f9,,03/26/2020 08:20:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE OPPOSITE DIRECTION,PARKING LOT,,STRAIGHT AND LEVEL,DRY,UNKNOWN,,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",03/27/2020 01:29:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,300,W,GARFIELD BLVD,935,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,3,41.79462283,-87.63306376,POINT (-87.633063763202 41.794622829011)
03638af46c401466857cc6f4038eb6c992ede57917393fb4383c2af117055321f6bb25bf8ef799f06fadace775391a30b652b4323d00e3739148a9805896669e,,01/15/2025 09:57:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",01/15/2025 09:58:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,5319,W,LAWRENCE AVE,1623,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,9,4,1,41.96776305,-87.76029482,POINT (-87.760294815479 41.967763049214)
104b8f542736bba460792745535c857a63b6523cb040c57d6ecb175d4fffb2c4483042854d496951592cd11dc32807d51480de2f7694b804aa50401372e9ecab,,02/23/2025 09:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",02/23/2025 10:49:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3201,W,ADDISON ST,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,1,2,41.94652053,-87.70787045,POINT (-87.707870448595 41.946520532996)
04716502690d17e32815b04a038533b93e20290adf790faab48da2a84bd61765fc819df0f4f07a863297456b826fb70c38623936d2cc6880994a69035e9dac20,,01/15/2025 07:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/15/2025 08:30:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,3500,S,KEDZIE AVE,911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,19,4,1,41.82977496,-87.70475351,POINT (-87.704753514706 41.829774959784)
0471a281311eab39c730a8afc45fbb5d43a5018b6742dd0425df3277761c86e0de2ec982e90c3ecf4e98a6980b978e454c332fbd2e190746d2e797dd07816b97,,01/15/2025 08:15:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",01/15/2025 11:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3300,N,ASHLAND AVE,1922,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,4,1,41.94156586,-87.6688604,POINT (-87.668860402909 41.941565857782)
05020defb9cf25ed6ed89424907bed85737017ae214d2efe9f4a99b08b5ed0cb7ecd847d0b8ac8fdb0c558950fdc748f74eb94cf321f6b1e2557e98cdd0ac325,,01/15/2025 09:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/15/2025 10:02:00 PM,IMPROPER BACKING,NOT APPLICABLE,609,W,26TH ST,914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,4,1,41.84527725,-87.64198075,POINT (-87.641980747787 41.845277247069)
0595db094149f47c8a975e988285ca8c6eb3373846e3006ed5dc3d2754ed195213ab31d8a23344abdd6f2ced946d1d1631e45aa7667d3cd90582dd897c801bb0,,01/15/2025 08:22:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",01/15/2025 08:51:00 AM,FAILING TO YIELD RIGHT-OF-WAY,ROAD CONSTRUCTION/MAINTENANCE,6396,W,FULLERTON AVE,2512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,1,41.9237885,-87.78538416,POINT (-87.785384155592 41.923788495497)
3130d98613ed978e479f78425ae7d2c7fcc0e24a99ca950f92b4403230ccf6b3a5aef93cbfff29bc28d733cf59e0e2cd705e54dd0279df9a79b6264d4d134aa2,,02/21/2024 09:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,UNKNOWN,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/21/2024 09:08:00 AM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,1620,W,ADAMS ST,1224,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,4,2,41.87899034,-87.66764765,POINT (-87.667647652989 41.878990342001)
061843e9a5ff50443846fa4244ce21d21c2e324286dc3508597b530eb306b4dba7d585367ec8ca30d2194ea72c2268b3241da115f5ba95f7fe4bb24ccc58e9a3,,01/15/2025 05:40:00 PM,30,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/15/2025 05:42:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,701,S,MICHIGAN AVE,114,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,1,41.87309941,-87.62405157,POINT (-87.624051569998 41.873099414846)
066c0fb305edc9897c483624c68b2052415236e3ce7d76cdd355b0c0705513b38474ab0d7538ae7e323b62349ff7ca74ec16e33fc225b42dd5f37cf07d2c61b7,Y,01/15/2025 04:39:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/15/2025 05:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,803,S,CICERO AVE,1131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,1,41.87023589,-87.74474672,POINT (-87.744746718261 41.870235890484)
47f0af750998796d136bc102d7f445ae2ae7f9587002a6b6b1f2c2d9c7f35bbf03f3332c2f850f13f6e150c8060b153b396788407a828eff0fcff13a83a404c7,,05/16/2023 06:25:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",05/16/2023 07:34:00 PM,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,4646,W,87TH ST,834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,3,5,41.73466636,-87.73781804,POINT (-87.737818036025 41.734666357991)
0e208d23344f0d1b3a9fcd4bb07676a750ddb73c397b5c398a33743fd0d49b8ce737c7740b1a77cdaebd61e8e79bddb284452d744b16668f9777f256eec28ff5,,08/13/2023 01:30:00 PM,35,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/13/2023 07:40:00 PM,IMPROPER BACKING,UNABLE TO DETERMINE,9000,S,PROSPECT AVE,2221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,1,8,,,
089e1536e26f11fa36eb8ca26d7c5fb4c4d17899652bd3e69360ba63419c87dc03466d9e4e1789c9162cfee7dbcd529f0e4f0a6af6e9ba03892474c4011cfc8a,,01/15/2025 08:00:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,01/15/2025 09:20:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5751,W,HIGGINS AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,1,41.97154401,-87.7725424,POINT (-87.772542397352 41.971544013912)
09360d7045c46fcce9a4d182b3ceec66e4d2c0b405ed8352464a76a1c3d2efa0254f282f2be14e576ecd0d3fe2ff3876a74b32d83d4f05e939b5c2fe589147ac,,01/15/2025 02:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,Y-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/15/2025 03:05:00 PM,TURNING RIGHT ON RED,NOT APPLICABLE,1600,W,CERMAK RD,1234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,1,41.85243805,-87.66615223,POINT (-87.666152230449 41.852438049213)
09447f1313f56334f08d28b8b98ca89baba9a7bb4e1da2a490ca469ee187bc492f4db0f30d6b28d2e1c9f85152bc07aa29d31aceb35ef15fffac3375945bb83e,,01/15/2025 01:21:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",01/15/2025 03:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1100,E,75TH ST,323,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,13,4,1,41.75876258,-87.59797412,POINT (-87.597974117914 41.758762581541)
09c5d1cdd78bb498c105f543819b31d879b549f18e177b9c34e3b1465d6ee72f902a26d4b511324be205239e2fbeb64473513e903446d40dac733eecb6dc6dba,,01/15/2025 02:55:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,ICE,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/15/2025 03:05:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1633,W,95TH ST,2213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,1,41.72108279,-87.66418596,POINT (-87.66418596077 41.721082791424)
0a1a5b8073c985f6ae58daaca286dc1ef4356771031274eb8d048083ef4faa5352d6336e4490055cb29e0ef2a4de64d98709ee884fd35f4a5b023d1734e71e42,,01/15/2025 11:27:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/15/2025 11:34:00 AM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3732,S,KEDZIE AVE,911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,4,1,41.82513049,-87.70462111,POINT (-87.704621109838 41.825130490692)
0a850b11abb83f23ed3c6723868bcfc8684ebd134b616f81ed56d4c3f0adebe2eabbf2b8eeb0e6a8a21503d00519c87564545fcd6b3f1f869935f7eac74696e8,,01/15/2025 11:13:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/15/2025 11:13:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,4528,W,BELMONT AVE,1731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,4,1,41.93902269,-87.74064899,POINT (-87.740648990739 41.939022691964)
2067bd635e447390a6ca5216589bb9b08b8c83e8ca868742ff3ea937610dcbaef603116422e4dd30d63be7d78837a86cbdee78278ee37327f581026399e2a4b2,,03/15/2025 06:00:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",03/17/2025 10:35:00 AM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,6425,W,ADDISON ST,1632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,7,3,41.94553568,-87.78734688,POINT (-87.787346884456 41.945535682304)
0b0175c2080216f1fc758dfeef1d79965b291bed137a586a47c8742559bafaa46e42e23c71ee311376e35cb9fb86dbb34bf82b8f9071e505b9c05d20ca038abd,,01/15/2025 08:40:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/15/2025 08:41:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,4344,N,SHERIDAN RD,1915,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,1,41.96106169,-87.6548763,POINT (-87.654876304663 41.961061685929)
22490de1c4d0f62f940b504f25299fffc400ce339f05d683213403f7805820372cefae1f6af158e50b6493816e8412464772a065327d14255dc90999b49f955f,,03/15/2025 12:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",03/20/2025 11:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,150,W,HUBBARD ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,12,7,3,41.89010564,-87.63306864,POINT (-87.633068644816 41.890105642113)
